id,title,context,question,answers
5ad3e456604f3c001a3ff571,Canadian_Armed_Forces,"Prior to Confederation in 1867, residents of the colonies in what is now Canada served as regular members of French and British forces and in local militia groups. The latter aided in the defence of their respective territories against attacks by other European powers, Aboriginal peoples, and later American forces during the American Revolutionary War and War of 1812, as well as in the Fenian raids, Red River Rebellion, and North-West Rebellion. Consequently, the lineages of some Canadian army units stretch back to the early 19th century, when militia units were formed to assist in the defence of British North America against invasion by the United States.",What year wasn't Canada united in a confederation?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}"
5a7e48e570df9f001a875683,Literature,"Roman histories and biographies anticipated the extensive mediaeval literature of lives of saints and miraculous chronicles, but the most characteristic form of the Middle Ages was the romance, an adventurous and sometimes magical narrative with strong popular appeal. Controversial, religious, political and instructional literature proliferated during the Renaissance as a result of the invention of printing, while the mediaeval romance developed into a more character-based and psychological form of narrative, the novel, of which early and important examples are the Chinese Monkey and the German Faust books.",What is the Chinese Faust books an example of?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}"
571d3f925efbb31900334eef,Pharmaceutical_industry,"In March 2001, 40 multi-national pharmaceutical companies brought litigation against South Africa for its Medicines Act, which allowed the generic production of antiretroviral drugs (ARVs) for treating HIV, despite the fact that these drugs were on-patent. HIV was and is an epidemic in South Africa, and ARVs at the time cost between 10,000 and 15,000 USD per patient per year. This was unaffordable for most South African citizens, and so the South African government committed to providing ARVs at prices closer to what people could afford. To do so, they would need to ignore the patents on drugs and produce generics within the country (using a compulsory license), or import them from abroad. After international protest in favour of public health rights (including the collection of 250,000 signatures by MSF), the governments of several developed countries (including The Netherlands, Germany, France, and later the US) backed the South African government, and the case was dropped in April of that year.",South Africa's Medicines Act allowed for the generic production of what kind of drugs?,"{'text': array(['antiretroviral'], dtype=object), 'answer_start': array([161], dtype=int32)}"
572838a9ff5b5019007d9f60,PlayStation_3,"Although its PlayStation predecessors had been very dominant against the competition and were hugely profitable for Sony, PlayStation 3 had an inauspicious start, and Sony chairman and CEO Sir Howard Stringer initially could not convince investors of a turnaround in its fortunes. The PS3 lacked the unique gameplay of the more affordable Wii which became that generation's most successful console in terms of units sold. Furthermore, PS3 had to compete directly with Xbox 360 which had a market head start, and as a result the platform no longer had exclusive titles that the PS2 enjoyed such as the Grand Theft Auto and Final Fantasy series (regarding cross-platform games, Xbox 360 versions were generally considered superior in 2006, although by 2008 the PS3 versions had reached parity or surpassed), and it took longer than expected for PS3 to enjoy strong sales and close the gap with Xbox 360. Sony also continued to lose money on each PS3 sold through 2010, although the redesigned ""slim"" PS3 has cut these losses since then.",What was PlayStation 3's toughest competitor in the video game market?,"{'text': array(['Wii'], dtype=object), 'answer_start': array([339], dtype=int32)}"
573605726c16ec1900b92902,Hunting,"Shooting as practised in Britain, as opposed to traditional hunting, requires little questing for game—around thirty-five million birds are released onto shooting estates every year, some having been factory farmed. Shoots can be elaborate affairs with guns placed in assigned positions and assistants to help load shotguns. When in position, ""beaters"" move through the areas of cover, swinging sticks or flags to drive the game out. Such events are often called ""drives"". The open season for grouse in the UK begins on 12 August, the so-called Glorious Twelfth. The definition of game in the United Kingdom is governed by the Game Act 1831.",About how many birds are released onto shooting estates every year?,"{'text': array(['thirty-five million'], dtype=object), 'answer_start': array([110], dtype=int32)}"
56e0f3907aa994140058e80a,Canon_law,The Roman Catholic Church canon law also includes the main five rites (groups) of churches which are in full union with the Roman Catholic Church and the Supreme Pontiff:,What term characterizes the intersection of the rites with the Roman Catholic Church?,"{'text': array(['full union'], dtype=object), 'answer_start': array([104], dtype=int32)}"
56e8239437bdd419002c4461,Dialect,"Another occasionally used criterion for discriminating dialects from languages is that of linguistic authority, a more sociolinguistic notion. According to this definition, two varieties are considered dialects of the same language if (under at least some circumstances) they would defer to the same authority regarding some questions about their language. For instance, to learn the name of a new invention, or an obscure foreign species of plant, speakers of Bavarian German and East Franconian German might each consult a German dictionary or ask a German-speaking expert in the subject. By way of contrast, although Yiddish is classified by linguists as a language in the ""Middle High German"" group of languages, a Yiddish speaker would not consult a German dictionary to determine the word to use in such a case.",Why is Yiddish not a dialect of German?,"{'text': array(['a Yiddish speaker would not consult a German dictionary'],
      dtype=object), 'answer_start': array([717], dtype=int32)}"
572a369c3f37b319004787c1,"New_Haven,_Connecticut","However, an analysis by the Regional Data Cooperative for Greater New Haven, Inc., has shown that due to issues of comparative denominators and other factors, such municipality-based rankings can be considered inaccurate. For example, two cities of identical population can cover widely differing land areas, making such analyses irrelevant. The research organization called for comparisons based on neighborhoods, blocks, or standard methodologies (similar to those used by Brookings, DiversityData, and other established institutions), not based on municipalities.",According to the institution what leads to inaccurate analysis of the city?  ,"{'text': array(['cities of identical population'], dtype=object), 'answer_start': array([239], dtype=int32)}"
5a36b52b95360f001af1b313,George_VI,"Throughout the war, the King and Queen provided morale-boosting visits throughout the United Kingdom, visiting bomb sites, munitions factories, and troops. The King visited military forces abroad in France in December 1939, North Africa and Malta in June 1943, Normandy in June 1944, southern Italy in July 1944, and the Low Countries in October 1944. Their high public profile and apparently indefatigable determination secured their place as symbols of national resistance. At a social function in 1944, Chief of the Imperial General Staff Sir Alan Brooke, revealed that every time he met Field Marshal Bernard Montgomery he thought he was after his job. The King replied: ""You should worry, when I meet him, I always think he's after mine!""",In what month in 1944 did the King meet Sir Alan Brooke?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}"
56f80258a6d7ea1400e17373,Szlachta,"According to heraldic sources total number of legal ennoblements issued between the 14th century and the mid-18th century, is estimated at approximately 800. This is an average of only about two ennoblements per year or only 0.000 000 14 – 0.000 001 of historical population. Compare: historical demography of Poland.",What type of sources give information regarding total number of enablements?,"{'text': array(['heraldic sources'], dtype=object), 'answer_start': array([13], dtype=int32)}"
572772c3708984140094ddd1,Nonprofit_organization,"Canada allows nonprofits to be incorporated or unincorporated. Nonprofits may incorporate either federally, under Part II of the Canada Business Corporations Act or under provincial legislation. Many of the governing Acts for Canadian nonprofits date to the early 1900s, meaning that nonprofit legislation has not kept pace with legislation that governs for-profit corporations; particularly with regards to corporate governance. Federal, and in some provinces (such as Ontario), incorporation is by way of Letters Patent, and any change to the Letters Patent (even a simple name change) requires formal approval by the appropriate government, as do by-law changes. Other provinces (such as Alberta) permit incorporation as of right, by the filing of Articles of Incorporation or Articles of Association.",How are NPOs classified in Canada?,"{'text': array(['incorporated or unincorporated'], dtype=object), 'answer_start': array([31], dtype=int32)}"
57296da23f37b31900478393,Green,"Animals typically use the color green as camouflage, blending in with the chlorophyll green of the surrounding environment. Green animals include, especially, amphibians, reptiles, and some fish, birds and insects. Most fish, reptiles, amphibians, and birds appear green because of a reflection of blue light coming through an over-layer of yellow pigment. Perception of color can also be affected by the surrounding environment. For example, broadleaf forests typically have a yellow-green light about them as the trees filter the light. Turacoverdin is one chemical which can cause a green hue in birds, especially. Invertebrates such as insects or mollusks often display green colors because of porphyrin pigments, sometimes caused by diet. This can causes their feces to look green as well. Other chemicals which generally contribute to greenness among organisms are flavins (lychochromes) and hemanovadin. Humans have imitated this by wearing green clothing as a camouflage in military and other fields. Substances that may impart a greenish hue to one's skin include biliverdin, the green pigment in bile, and ceruloplasmin, a protein that carries copper ions in chelation.",What is a chemical that can cause green hue in birds?,"{'text': array(['Turacoverdin'], dtype=object), 'answer_start': array([539], dtype=int32)}"
5a870cc71d3cee001a6a1097,Tuberculosis,"Tuberculosis is classified as one of the granulomatous inflammatory diseases. Macrophages, T lymphocytes, B lymphocytes, and fibroblasts aggregate to form granulomas, with lymphocytes surrounding the infected macrophages. When other macrophages attack the infected macrophage, they fuse together to form a giant multinucleated cell in the alveolar lumen. The granuloma may prevent dissemination of the mycobacteria and provide a local environment for interaction of cells of the immune system. However, more recent evidence suggests that the bacteria use the granulomas to avoid destruction by the host's immune system. Macrophages and dendritic cells in the granulomas are unable to present antigen to lymphocytes; thus the immune response is suppressed. Bacteria inside the granuloma can become dormant, resulting in latent infection. Another feature of the granulomas is the development of abnormal cell death (necrosis) in the center of tubercles. To the naked eye, this has the texture of soft, white cheese and is termed caseous necrosis.",Which cells serve as antigen to lymphocytes?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}"
5726a242dd62a815002e8b8c,Myanmar,"Burmese resentment was strong and was vented in violent riots that paralysed Yangon (Rangoon) on occasion all the way until the 1930s. Some of the discontent was caused by a disrespect for Burmese culture and traditions such as the British refusal to remove shoes when they entered pagodas. Buddhist monks became the vanguards of the independence movement. U Wisara, an activist monk, died in prison after a 166-day hunger strike to protest against a rule that forbade him from wearing his Buddhist robes while imprisoned.",How long was U Wisara on a strike were he refused subsistence ?,"{'text': array(['166-day hunger strike'], dtype=object), 'answer_start': array([408], dtype=int32)}"
56d999dcdc89441400fdb5b2,Dog,"In breeding circles, a male canine is referred to as a dog, while a female is called a bitch (Middle English bicche, from Old English bicce, ultimately from Old Norse bikkja). A group of offspring is a litter. The father of a litter is called the sire, and the mother is called the dam. Offspring are, in general, called pups or puppies, from French poupée, until they are about a year old. The process of birth is whelping, from the Old English word hwelp.",What are the individual litter canines called?,"{'text': array(['pups'], dtype=object), 'answer_start': array([321], dtype=int32)}"
5727ab6e2ca10214002d9352,Cork_(city),"The climate of Cork, like the rest of Ireland, is mild and changeable with abundant rainfall and a lack of temperature extremes. Cork lies in plant Hardiness zone 9b. Met Éireann maintains a climatological weather station at Cork Airport, a few kilometres south of the city. It should be noted that the airport is at an altitude of 151 metres (495 ft) and temperatures can often differ by a few degrees between the airport and the city itself. There are also smaller synoptic weather stations at UCC and Clover Hill.","If you are going to farm in Cork, what should you be aware of?","{'text': array(['lies in plant Hardiness zone 9b'], dtype=object), 'answer_start': array([134], dtype=int32)}"
5731db93e99e3014001e6356,Bras%C3%ADlia,"Until the 1980s, the governor of the Federal District was appointed by the Federal Government, and the laws of Brasília were issued by the Brazilian Federal Senate. With the Constitution of 1988 Brasília gained the right to elect its Governor, and a District Assembly (Câmara Legislativa) was elected to exercise legislative power. The Federal District does not have a Judicial Power of its own. The Judicial Power which serves the Federal District also serves federal territories. Currently, Brazil does not have any territories, therefore, for now the courts serve only cases from the Federal District.",When did Brazil pass a new Constitution?,"{'text': array(['1988'], dtype=object), 'answer_start': array([190], dtype=int32)}"
56e0914c7aa994140058e5f7,Hydrogen,"Although hydrides can be formed with almost all main-group elements, the number and combination of possible compounds varies widely; for example, there are over 100 binary borane hydrides known, but only one binary aluminium hydride. Binary indium hydride has not yet been identified, although larger complexes exist.",How many binary borane hydrides are known?,"{'text': array(['over 100'], dtype=object), 'answer_start': array([156], dtype=int32)}"
56df4e1796943c1400a5d35b,Hunter-gatherer,"According to the endurance running hypothesis, long-distance running as in persistence hunting, a method still practiced by some hunter-gatherer groups in modern times, was likely the driving evolutionary force leading to the evolution of certain human characteristics. This hypothesis does not necessarily contradict the scavenging hypothesis: both subsistence strategies could have been in use – sequentially, alternating or even simultaneously.",Who still practices persistence hunting?,"{'text': array(['some hunter-gatherer groups'], dtype=object), 'answer_start': array([124], dtype=int32)}"
5a83202ae60761001a2eb415,BBC_Television,"The two systems were to run on a trial basis for six months; early television sets supported both resolutions. However, the Baird system, which used a mechanical camera for filmed programming and Farnsworth image dissector cameras for live programming, proved too cumbersome and visually inferior, and ended with closedown (at 22:00) on Saturday 13 February 1937. ",How long did two systems run on a trial basis for?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}"
5735b2a8dc94161900571f37,Kathmandu,"The fire service, known as the Barun Yantra Karyalaya, opened its first station in Kathmandu in 1937 with a single vehicle. An iron tower was erected to monitor the city and watch for fire. As a precautionary measure, firemen were sent to the areas which were designated as accident-prone areas. In 1944, the fire service was extended to the neighboring cities of Lalitpur and Bhaktapur. In 1966, a fire service was established in Kathmandu airport. In 1975, a West German government donation added seven fire engines to Kathmandu's fire service. The fire service in the city is also overlooked by an international non-governmental organization, the Firefighters Volunteer Association of Nepal (FAN), which was established in 2000 with the purpose of raising public awareness about fire and improving safety.",What year saw the founding of Kathmandu's fire department?,"{'text': array(['1937'], dtype=object), 'answer_start': array([96], dtype=int32)}"
5730267504bcaa1900d77242,San_Diego,"The members of the city council are each elected from single member districts within the city. The mayor and city attorney are elected directly by the voters of the entire city. The mayor, city attorney, and council members are elected to four-year terms, with a two-term limit. Elections are held on a non-partisan basis per California state law; nevertheless, most officeholders do identify themselves as either Democrats or Republicans. In 2007, registered Democrats outnumbered Republicans by about 7 to 6 in the city, and Democrats currently (as of 2015[update]) hold a 5-4 majority in the city council. The current mayor, Kevin Faulconer, is a Republican.",How long is the term for council members?,"{'text': array(['four-year terms,'], dtype=object), 'answer_start': array([239], dtype=int32)}"
5727cf524b864d1900163daa,Galicia_(Spain),"Galicia is poetically known as the ""country of the thousand rivers"" (""o país dos mil ríos""). The largest and most important of these rivers is the Minho, known as O Pai Miño (Father Minho), 307.5 km (191.1 mi) long and discharging 419 m3 (548 cu yd) per second, with its affluent the Sil, which has created a spectacular canyon. Most of the rivers in the inland are tributaries of this fluvial system, which drains some 17,027 km2 (6,574 sq mi). Other rivers run directly into the Atlantic Ocean as Lérez or the Cantabrian Sea, most of them having short courses. Only the Navia, Ulla, Tambre, and Limia have courses longer than 100 km (62 mi).",What is Galicia is poetically known as?,"{'text': array(['country of the thousand rivers'], dtype=object), 'answer_start': array([36], dtype=int32)}"
5a68dee48476ee001a58a806,IBM,"IBM has constantly evolved since its inception. Over the past decade, it has steadily shifted its business mix by exiting commoditizing markets such as PCs, hard disk drives and DRAMs and focusing on higher-value, more profitable markets such as business intelligence, data analytics, business continuity, security, cloud computing, virtualization and green solutions, resulting in a higher quality revenue stream and higher profit margins. IBM's operating margin expanded from 16.8% in 2004 to 24.3% in 2013, and net profit margins expanded from 9.0% in 2004 to 16.5% in 2013.",What has happened to DRAM's since they were created?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}"
5a8d800edf8bba001a0f9abb,The_Legend_of_Zelda:_Twilight_Princess,"The story focuses on series protagonist Link, who tries to prevent Hyrule from being engulfed by a corrupted parallel dimension known as the Twilight Realm. To do so, he takes the form of both a Hylian and a wolf, and is assisted by a mysterious creature named Midna. The game takes place hundreds of years after Ocarina of Time and Majora's Mask, in an alternate timeline from The Wind Waker.",What land does Ocarina serve to protect?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}"
5726f0a95951b619008f82ee,Napoleon,"Napoleon institutionalised plunder of conquered territories: French museums contain art stolen by Napoleon's forces from across Europe. Artefacts were brought to the Musée du Louvre for a grand central museum; his example would later serve as inspiration for more notorious imitators. He was compared to Adolf Hitler most famously by the historian Pieter Geyl in 1947 and Claude Ribbe in 2005. David G. Chandler, a foremost historian of Napoleonic warfare, wrote in 1973 that, ""Nothing could be more degrading to the former [Napoleon] and more flattering to the latter [Hitler]. The comparison is odious. On the whole Napoleon was inspired by a noble dream, wholly dissimilar from Hitler's... Napoleon left great and lasting testimonies to his genius—in codes of law and national identities which survive to the present day. Adolf Hitler left nothing but destruction.""",Where in France were plundered artifacts brought in an effort to create a great central museum?,"{'text': array(['the Musée du Louvre'], dtype=object), 'answer_start': array([162], dtype=int32)}"
56df82b856340a1900b29ca4,Lighting,"Vehicles typically include headlamps and tail lights. Headlamps are white or selective yellow lights placed in the front of the vehicle, designed to illuminate the upcoming road and to make the vehicle more visible. Many manufactures are turning to LED headlights as an energy-efficient alternative to traditional headlamps. Tail and brake lights are red and emit light to the rear so as to reveal the vehicle's direction of travel to following drivers. White rear-facing reversing lamps indicate that the vehicle's transmission has been placed in the reverse gear, warning anyone behind the vehicle that it is moving backwards, or about to do so. Flashing turn signals on the front, side, and rear of the vehicle indicate an intended change of position or direction. In the late 1950s, some automakers began to use electroluminescent technology to backlight their cars' speedometers and other gauges or to draw attention to logos or other decorative elements.",When did automakers start using electroluminescent technology to backlight gauges?,"{'text': array(['late 1950s'], dtype=object), 'answer_start': array([775], dtype=int32)}"
