id,title,context,question,answers
56e1c12fe3433e140042312a,Communications_in_Somalia,"The Mogadishu-based Somali National Television is the principal national public service broadcaster. On March 18, 2011, the Ministry of Information of the Transitional Federal Government began experimental broadcasts of the new TV channel. After a 20-year hiatus, the station was shortly thereafter officially re-launched on April 4, 2011. SNTV broadcasts 24 hours a day, and can be viewed both within Somalia and abroad via terrestrial and satellite platforms.",What TV station is the main public service broadcaster in Somalia?,"{'text': array(['Somali National Television'], dtype=object), 'answer_start': array([20], dtype=int32)}"
57324644e17f3d14004227b3,Armenians,"Instruments like the duduk, the dhol, the zurna and the kanun are commonly found in Armenian folk music. Artists such as Sayat Nova are famous due to their influence in the development of Armenian folk music. One of the oldest types of Armenian music is the Armenian chant which is the most common kind of religious music in Armenia. Many of these chants are ancient in origin, extending to pre-Christian times, while others are relatively modern, including several composed by Saint Mesrop Mashtots, the inventor of the Armenian alphabet. Whilst under Soviet rule, Armenian classical music composer Aram Khatchaturian became internationally well known for his music, for various ballets and the Sabre Dance from his composition for the ballet Gayane.",What kind of music does Sayat Nova play?,"{'text': array(['Armenian folk music'], dtype=object), 'answer_start': array([188], dtype=int32)}"
56ccf53362d2951400fa64fd,Sino-Tibetan_relations_during_the_Ming_dynasty,"Nevertheless, the ethno-geographic caste hierarchy favoring the Mongols and other ethnicities were accorded higher status than the Han Chinese majority. Although Han Chinese who were recruited as advisers were often actually more influential than high officials, their status was not as well defined. Kublai also abolished the imperial examinations of China's civil service legacy, which was not reinstated until Ayurbarwada Buyantu Khan's reign (1311–1320). Rossabi writes that Kublai recognized that in order to rule China, ""he had to employ Chinese advisors and officials, yet he could not rely totally on Chinese advisers because he had to maintain a delicate balancing act between ruling the sedentary civilization of China and preserving the cultural identity and values of the Mongols."" And ""in governing China, he was concerned with the interests of his Chinese subjects, but also with exploiting the resources of the empire for his own aggrandizement. His motivations and objectives alternated from one to the other throughout his reign,"" according to Rossabi. Van Praag writes in The Status of Tibet that the Tibetans and Mongols, on the other hand, upheld a dual system of rule and an interdependent relationship that legitimated the succession of Mongol khans as universal Buddhist rulers, or chakravartin. Van Praag writes that ""Tibet remained a unique part of the Empire and was never fully integrated into it,"" citing examples such as a licensed border market that existed between China and Tibet during the Yuan.",When did Ayurbarwada Buyantu Khan reign?,"{'text': array(['1311–1320'], dtype=object), 'answer_start': array([447], dtype=int32)}"
572fc3ed04bcaa1900d76cb5,Seven_Years%27_War,"The war had also brought to an end the ""Old System"" of alliances in Europe, In the years after the war, under the direction of Lord Sandwich, the British did try to re-establish this system. But after her surprising grand success against a coalition of great powers, European states such as Austria, The Dutch Republic, Sweden, Denmark-Norway, Ottoman Empire, and Russia now saw Britain as a greater threat than France and did not join them, while the Prussians were angered by what they considered a British betrayal in 1762. Consequently, when the American War of Independence turned into a global war between 1778–83, Britain found itself opposed by a strong coalition of European powers, and lacking any substantial ally.",What drove Prussia away from renewing its alliance with Britain?,"{'text': array(['Prussians were angered by what they considered a British betrayal in 1762'],
      dtype=object), 'answer_start': array([452], dtype=int32)}"
57283caa3acd2414000df780,Dissolution_of_the_Soviet_Union,"On January 13, 1991, Soviet troops, along with the KGB Spetsnaz Alpha Group, stormed the Vilnius TV Tower in Lithuania to suppress the independence movement. Fourteen unarmed civilians were killed and hundreds more injured. On the night of July 31, 1991, Russian OMON from Riga, the Soviet military headquarters in the Baltics, assaulted the Lithuanian border post in Medininkai and killed seven Lithuanian servicemen. This event further weakened the Soviet Union's position internationally and domestically, and stiffened Lithuanian resistance.",How many civilians died in the attack?,"{'text': array(['Fourteen'], dtype=object), 'answer_start': array([158], dtype=int32)}"
570d2a80b3d812140066d4d3,General_Electric,"At about the same time, Charles Coffin, leading the Thomson-Houston Electric Company, acquired a number of competitors and gained access to their key patents. General Electric was formed through the 1892 merger of Edison General Electric Company of Schenectady, New York, and Thomson-Houston Electric Company of Lynn, Massachusetts, with the support of Drexel, Morgan & Co. Both plants continue to operate under the GE banner to this day. The company was incorporated in New York, with the Schenectady plant used as headquarters for many years thereafter. Around the same time, General Electric's Canadian counterpart, Canadian General Electric, was formed.",Which city was the home of GE's first headquarters?,"{'text': array(['Schenectady'], dtype=object), 'answer_start': array([490], dtype=int32)}"
56e161bfcd28a01900c67849,Boston,"The Boston Red Sox, a founding member of the American League of Major League Baseball in 1901, play their home games at Fenway Park, near Kenmore Square in the city's Fenway section. Built in 1912, it is the oldest sports arena or stadium in active use in the United States among the four major professional American sports leagues, encompassing Major League Baseball, the National Football League, National Basketball Association, and the National Hockey League. Boston was the site of the first game of the first modern World Series, in 1903. The series was played between the AL Champion Boston Americans and the NL champion Pittsburgh Pirates. Persistent reports that the team was known in 1903 as the ""Boston Pilgrims"" appear to be unfounded. Boston's first professional baseball team was the Red Stockings, one of the charter members of the National Association in 1871, and of the National League in 1876. The team played under that name until 1883, under the name Beaneaters until 1911, and under the name Braves from 1912 until they moved to Milwaukee after the 1952 season. Since 1966 they have played in Atlanta as the Atlanta Braves.",What was the name of Bostons first baseball team?,"{'text': array(['Red Stockings'], dtype=object), 'answer_start': array([798], dtype=int32)}"
5709b2a2200fba1400368279,Houston,"One wave of the population boom ended abruptly in the mid-1980s, as oil prices fell precipitously. The space industry also suffered in 1986 after the Space Shuttle Challenger disintegrated shortly after launch. There was a cutback in some activities for a period. In the late 1980s, the city's economy suffered from the nationwide recession. After the early 1990s recession, Houston made efforts to diversify its economy by focusing on aerospace and health care/biotechnology, and reduced its dependence on the petroleum industry. Since the increase of oil prices in the 2000s, the petroleum industry has again increased its share of the local economy.",When did Houston begin to regain its dependence on the oil industry?,"{'text': array(['2000s'], dtype=object), 'answer_start': array([571], dtype=int32)}"
572f785e04bcaa1900d769c0,The_Blitz,"Although not specifically prepared to conduct independent strategic air operations against an opponent, the Luftwaffe was expected to do so over Britain. From July until September 1940 the Luftwaffe attacked RAF Fighter Command to gain air superiority as a prelude to invasion. This involved the bombing of English Channel convoys, ports, and RAF airfields and supporting industries. Destroying RAF Fighter Command would allow the Germans to gain control of the skies over the invasion area. It was supposed that Bomber Command, RAF Coastal Command and the Royal Navy could not operate under conditions of German air superiority.",Why did the Luftwaffe bomb the RAF Fighter Command?,"{'text': array(['to gain air superiority'], dtype=object), 'answer_start': array([228], dtype=int32)}"
570fa4675ab6b81900390f5f,Sexual_orientation,"A third concern with the Kinsey scale is that it inappropriately measures heterosexuality and homosexuality on the same scale, making one a tradeoff of the other. Research in the 1970s on masculinity and femininity found that concepts of masculinity and femininity are more appropriately measured as independent concepts on a separate scale rather than as a single continuum, with each end representing opposite extremes. When compared on the same scale, they act as tradeoffs such, whereby to be more feminine one had to be less masculine and vice versa. However, if they are considered as separate dimensions one can be simultaneously very masculine and very feminine. Similarly, considering heterosexuality and homosexuality on separate scales would allow one to be both very heterosexual and very homosexual or not very much of either. When they are measured independently, the degree of heterosexual and homosexual can be independently determined, rather than the balance between heterosexual and homosexual as determined using the Kinsey Scale.",What happens if the concepts are measured on the same scale?,"{'text': array(['they act as tradeoffs such, whereby to be more feminine one had to be less masculine and vice versa'],
      dtype=object), 'answer_start': array([455], dtype=int32)}"
572755d8708984140094dc5a,"Ann_Arbor,_Michigan","Ann Arbor's ""Tree Town"" nickname stems from the dense forestation of its parks and residential areas. The city contains more than 50,000 trees along its streets and an equal number in parks. In recent years, the emerald ash borer has destroyed many of the city's approximately 10,500 ash trees. The city contains 157 municipal parks ranging from small neighborhood green spots to large recreation areas. Several large city parks and a university park border sections of the Huron River. Fuller Recreation Area, near the University Hospital complex, contains sports fields, pedestrian and bike paths, and swimming pools. The Nichols Arboretum, owned by the University of Michigan, is a 123-acre (50 ha) arboretum that contains hundreds of plant and tree species. It is on the city's east side, near the university's Central Campus. Located across the Huron River just beyond the university's North Campus is the university's Matthaei Botanical Gardens, which contains 300 acres of gardens and a large tropical conservatory.",How big is the Matthaei botanical garden?,"{'text': array(['300 acres'], dtype=object), 'answer_start': array([967], dtype=int32)}"
57268b4d5951b619008f7640,Data_compression,"Today, nearly all commonly used video compression methods (e.g., those in standards approved by the ITU-T or ISO) apply a discrete cosine transform (DCT) for spatial redundancy reduction. The DCT that is widely used in this regard was introduced by N. Ahmed, T. Natarajan and K. R. Rao in 1974. Other methods, such as fractal compression, matching pursuit and the use of a discrete wavelet transform (DWT) have been the subject of some research, but are typically not used in practical products (except for the use of wavelet coding as still-image coders without motion compensation). Interest in fractal compression seems to be waning, due to recent theoretical analysis showing a comparative lack of effectiveness of such methods.",What does a DCT do?,"{'text': array(['spatial redundancy reduction'], dtype=object), 'answer_start': array([158], dtype=int32)}"
572f781404bcaa1900d769b8,Post-punk,"Also emerging during this period was New York's no wave movement, a short-lived art and music scene that began in part as a reaction against punk's recycling of traditionalist rock tropes and often reflected an abrasive, confrontational and nihilistic worldview. No wave musicians such as the Contortions, Teenage Jesus and the Jerks, Mars, DNA, Theoretical Girls and Rhys Chatham instead experimented with noise, dissonance and atonality in addition to non-rock styles. The former four groups were included on the Eno-produced No New York compilation, often considered the quintessential testament to the scene. The no wave-affiliated label ZE Records was founded in 1978, and would also produce acclaimed and influential compilations in subsequent years.",When was ZE Records founded?,"{'text': array(['1978'], dtype=object), 'answer_start': array([668], dtype=int32)}"
5726fbec708984140094d7ad,Madonna_(entertainer),"Academics noted that with her videos, Madonna was subtly reversing the usual role of male as the dominant sex. This symbolism and imagery was probably the most prevalent in the music video for ""Like a Prayer"". The video included scenes of an African-American church choir, Madonna being attracted to a statue of a black saint, and singing in front of burning crosses. This mix of the sacred and the profane upset the Vatican and resulted in the Pepsi commercial withdrawal. In 2003, MTV named her ""The Greatest Music Video Star Ever"" and said that ""Madonna's innovation, creativity and contribution to the music video art form is what won her the award.""",Who named Madonna the Greatest Music Video star ever?,"{'text': array(['MTV'], dtype=object), 'answer_start': array([483], dtype=int32)}"
56e79e2e00c9c71400d773d5,Nanjing,"Surrounded by the Yangtze River and mountains, Nanjing also enjoys beautiful natural scenery. Natural lakes such as Xuanwu Lake and Mochou Lake are located in the centre of the city and are easily accessible to the public, while hills like Purple Mountain are covered with evergreens and oaks and host various historical and cultural sites. Sun Quan relocated his capital to Nanjing after Liu Bei's suggestion as Liu Bei was impressed by Nanjing's impeccable geographic position when negotiating an alliance with Sun Quan. Sun Quan then renamed the city from Moling (秣陵) to Jianye (建鄴) shortly thereafter.",Who convinced Sun Quan to make Nanjing his capital?,"{'text': array(['Liu Bei'], dtype=object), 'answer_start': array([389], dtype=int32)}"
572b63a8be1ee31400cb834d,Guam,"Guam is served by the Antonio B. Won Pat International Airport, which is a hub for United Airlines. The island is outside the United States customs zone so Guam is responsible for establishing and operating its own customs and quarantine agency and jurisdiction. Therefore, the U.S. Customs and Border Protection only carries immigration (but not customs) functions. Since Guam is under federal immigration jurisdiction, passengers arriving directly from the United States skip immigration and proceed directly to Guam Customs and Quarantine.",What is Guam responsible for when goods both come in and leave?,"{'text': array(['operating its own customs and quarantine agency'], dtype=object), 'answer_start': array([197], dtype=int32)}"
571af86f32177014007ea003,Pharmaceutical_industry,"In the UK, the Medicines and Healthcare Products Regulatory Agency approves drugs for use, though the evaluation is done by the European Medicines Agency, an agency of the European Union based in London. Normally an approval in the UK and other European countries comes later than one in the USA. Then it is the National Institute for Health and Care Excellence (NICE), for England and Wales, who decides if and how the National Health Service (NHS) will allow (in the sense of paying for) their use. The British National Formulary is the core guide for pharmacists and clinicians.",Who is responsible for approving drugs in the United Kingdom?,"{'text': array(['Medicines and Healthcare Products Regulatory Agency'],
      dtype=object), 'answer_start': array([15], dtype=int32)}"
572a301c3f37b31900478791,Ottoman_Empire,"The Serbian revolution (1804–1815) marked the beginning of an era of national awakening in the Balkans during the Eastern Question. Suzerainty of Serbia as a hereditary monarchy under its own dynasty was acknowledged de jure in 1830. In 1821, the Greeks declared war on the Sultan. A rebellion that originated in Moldavia as a diversion was followed by the main revolution in the Peloponnese, which, along with the northern part of the Gulf of Corinth, became the first parts of the Ottoman Empire to achieve independence (in 1829). By the mid-19th century, the Ottoman Empire was called the ""sick man"" by Europeans. The suzerain states – the Principality of Serbia, Wallachia, Moldavia and Montenegro – moved towards de jure independence during the 1860s and 1870s.",What did Europeans refer to the Ottoman empire as in the 19th century?,"{'text': array(['the ""sick man""'], dtype=object), 'answer_start': array([588], dtype=int32)}"
57326b2be99e3014001e678a,Dwight_D._Eisenhower,"In 1954, Eisenhower articulated the domino theory in his outlook towards communism in Southeast Asia and also in Central America. He believed that if the communists were allowed to prevail in Vietnam, this would cause a succession of countries to fall to communism, from Laos through Malaysia and Indonesia ultimately to India. Likewise, the fall of Guatemala would end with the fall of neighboring Mexico. That year the loss of North Vietnam to the communists and the rejection of his proposed European Defence Community (EDC) were serious defeats, but he remained optimistic in his opposition to the spread of communism, saying ""Long faces don't win wars"". As he had threatened the French in their rejection of EDC, he afterwards moved to restore West Germany, as a full NATO partner.",What country did Eisenhower believe communists would conquer if they took over Guatemala?,"{'text': array(['Mexico'], dtype=object), 'answer_start': array([399], dtype=int32)}"
5727b8b3ff5b5019007d936a,On_the_Origin_of_Species,"Chapter VII (of the first edition) addresses the evolution of instincts. His examples included two he had investigated experimentally: slave-making ants and the construction of hexagonal cells by honey bees. Darwin noted that some species of slave-making ants were more dependent on slaves than others, and he observed that many ant species will collect and store the pupae of other species as food. He thought it reasonable that species with an extreme dependency on slave workers had evolved in incremental steps. He suggested that bees that make hexagonal cells evolved in steps from bees that made round cells, under pressure from natural selection to economise wax. Darwin concluded:",How does Darwin theorize that instincts have evolved in slave-making ants?,"{'text': array(['He thought it reasonable that species with an extreme dependency on slave workers had evolved in incremental steps.'],
      dtype=object), 'answer_start': array([400], dtype=int32)}"
57261a26ec44d21400f3d8dd,Greece,"The names for the nation of Greece and the Greek people differ from the names used in other languages, locations and cultures. Although the Greeks call the country Hellas or Ellada (Greek: Ἑλλάς or Ελλάδα) and its official name is the Hellenic Republic, in English it is referred to as Greece, which comes from the Latin term Graecia as used by the Romans, which literally means 'the land of the Greeks', and derives from the Greek name Γραικός. However, the name Hellas is sometimes used in English as well.",What is one of the names the Greeks call their country?,"{'text': array(['Hellas'], dtype=object), 'answer_start': array([164], dtype=int32)}"
5733acebd058e614000b600b,Tajikistan,"Tajiks began to be conscripted into the Soviet Army in 1939 and during World War II around 260,000 Tajik citizens fought against Germany, Finland and Japan. Between 60,000(4%) and 120,000(8%) of Tajikistan's 1,530,000 citizens were killed during World War II. Following the war and Stalin's reign attempts were made to further expand the agriculture and industry of Tajikistan. During 1957–58 Nikita Khrushchev's Virgin Lands Campaign focused attention on Tajikistan, where living conditions, education and industry lagged behind the other Soviet Republics. In the 1980s, Tajikistan had the lowest household saving rate in the USSR, the lowest percentage of households in the two top per capita income groups, and the lowest rate of university graduates per 1000 people. By the late 1980s Tajik nationalists were calling for increased rights. Real disturbances did not occur within the republic until 1990. The following year, the Soviet Union collapsed, and Tajikistan declared its independence.",When did Tajiks start being part of the Soviet Army?,"{'text': array(['1939'], dtype=object), 'answer_start': array([55], dtype=int32)}"
5730e7c0b54a4f140068ccd2,Russian_language,"The language was first introduced in North America when Russian explorers voyaged into Alaska and claimed it for Russia during the 1700s. Although most colonists left after the United States bought the land in 1867, a handful stayed and preserved the Russian language in this region to this day, although only a few elderly speakers of this unique dialect are left. Sizable Russian-speaking communities also exist in North America, especially in large urban centers of the U.S. and Canada, such as New York City, Philadelphia, Boston, Los Angeles, Nashville, San Francisco, Seattle, Spokane, Toronto, Baltimore, Miami, Chicago, Denver and Cleveland. In a number of locations they issue their own newspapers, and live in ethnic enclaves (especially the generation of immigrants who started arriving in the early 1960s). Only about 25% of them are ethnic Russians, however. Before the dissolution of the Soviet Union, the overwhelming majority of Russophones in Brighton Beach, Brooklyn in New York City were Russian-speaking Jews. Afterward, the influx from the countries of the former Soviet Union changed the statistics somewhat, with ethnic Russians and Ukrainians immigrating along with some more Russian Jews and Central Asians. According to the United States Census, in 2007 Russian was the primary language spoken in the homes of over 850,000 individuals living in the United States.",When did the US buy Alaska?,"{'text': array(['1867'], dtype=object), 'answer_start': array([210], dtype=int32)}"
572ab10734ae481900deac33,Rajasthan,"In Rajasthan, Jodhpur and Kota are two major educational hubs. Kota is known for its quality education in preparation of various competitive exams, coaching for medical and engineering exams while Jodhpur is home to many higher educational institutions like IIT, AIIMS, National Law University, Sardar Patel Police University, National institute of Fashion Technology, MBM Engineering College etc. Kota is popularly referred to as, ""coaching capital of India"". Other major educational institutions are Birla Institute of Technology and Science Pilani, Malaviya National Institute of Technology Jaipur, IIM Udaipur r and LNMIIT. Rajasthan has nine universities and more than 250 colleges, 55,000 primary and 7,400 secondary schools. There are 41 engineering colleges with an annual enrollment of about 11,500 students. Apart from above there 41 Private universities like Amity University Rajasthan, Jaipur,Manipal University Jaipur, OPJS University, Churu, Mody University of Technology and Science Lakshmangarh (Women's University, Sikar), RNB Global University, Bikaner. The state has 23 polytechnic colleges and 152 Industrial Training Institutes (ITIs) that impart vocational training.",How many engineering colleges are in Rajasthan?,"{'text': array(['41 engineering colleges'], dtype=object), 'answer_start': array([742], dtype=int32)}"
570d3f2ffed7b91900d45d98,Anti-aircraft_warfare,"From the early 1930s eight countries developed radar, these developments were sufficiently advanced by the late 1930s for development work on sound locating acoustic devices to be generally halted, although equipment was retained. Furthermore, in Britain the volunteer Observer Corps formed in 1925 provided a network of observation posts to report hostile aircraft flying over Britain. Initially radar was used for airspace surveillance to detect approaching hostile aircraft. However, the German Würzburg radar was capable of providing data suitable for controlling AA guns and the British AA No 1 Mk 1 GL radar was designed to be used on AA gun positions.",What did the Observer Corps observe and report on?,"{'text': array(['hostile aircraft flying over Britain'], dtype=object), 'answer_start': array([349], dtype=int32)}"
5727b0ccff5b5019007d92a9,USB,"A group of seven companies began the development of USB in 1994: Compaq, DEC, IBM, Intel, Microsoft, NEC, and Nortel. The goal was to make it fundamentally easier to connect external devices to PCs by replacing the multitude of connectors at the back of PCs, addressing the usability issues of existing interfaces, and simplifying software configuration of all devices connected to USB, as well as permitting greater data rates for external devices. A team including Ajay Bhatt worked on the standard at Intel; the first integrated circuits supporting USB were produced by Intel in 1995.",How many companies developed USB's?,"{'text': array(['seven'], dtype=object), 'answer_start': array([11], dtype=int32)}"
5727be06ff5b5019007d93fd,Eton_College,"The primary responsibility for a boy's studies lies with his House Master, but he is assisted by an additional director of studies, known as a tutor. Classes, colloquially known as ""divs"" (divisions), are organised on a School basis; the classrooms are separate from the houses. New school buildings have appeared for teaching purposes every decade or so since New Schools, designed by Henry Woodyer and built 1861-3. Despite the introduction of modern technology, the external appearance and locations of many of the classrooms have remained unchanged for a long time.",With whom does the primary responsibility for a student's leaning lie?,"{'text': array(['House Master'], dtype=object), 'answer_start': array([61], dtype=int32)}"
5725c70dec44d21400f3d540,Incandescent_light_bulb,"An incandescent light bulb, incandescent lamp or incandescent light globe is an electric light with a wire filament heated to a high temperature, by passing an electric current through it, until it glows with visible light (incandescence). The hot filament is protected from oxidation with a glass or quartz bulb that is filled with inert gas or evacuated. In a halogen lamp, filament evaporation is prevented by a chemical process that redeposits metal vapor onto the filament, extending its life. The light bulb is supplied with electric current by feed-through terminals or wires embedded in the glass. Most bulbs are used in a socket which provides mechanical support and electrical connections.",Which part of the incandescent light bulb is heated?,"{'text': array(['wire filament'], dtype=object), 'answer_start': array([102], dtype=int32)}"
56cee5a1aab44d1400b88c24,New_York_City,"The Great Irish Famine brought a large influx of Irish immigrants. Over 200,000 were living in New York by 1860, upwards of a quarter of the city's population. There was also extensive immigration from the German provinces, where revolutions had disrupted societies, and Germans comprised another 25% of New York's population by 1860.","In 1860, approximately how many people of Irish extraction were in New York?","{'text': array(['200,000'], dtype=object), 'answer_start': array([72], dtype=int32)}"
56cf83a7234ae51400d9bde3,Kanye_West,"The funeral and burial for Donda West was held in Oklahoma City on November 20, 2007. West played his first concert following the funeral at The O2 in London on November 22. He dedicated a performance of ""Hey Mama"", as well as a cover of Journey's ""Don't Stop Believin'"", to his mother, and did so on all other dates of his Glow in the Dark tour.",Where was Donda West's funeral?,"{'text': array(['Oklahoma City'], dtype=object), 'answer_start': array([50], dtype=int32)}"
